"id";"timestamp";"amount";"customer_id";"product_id"
"55728";"2014-01-30 22:18:21";"2,40";"655";"57"
"55731";"2014-01-30 22:19:21";"2,40";"849";"57"
"55735";"2014-01-30 22:23:47";"1,90";"647";"82"
"55736";"2014-01-30 22:23:53";"1,40";"647";"21"
"55753";"2014-01-30 22:55:53";"2,40";"456";"57"
"55763";"2014-01-30 23:20:11";"2,40";"643";"57"
"55772";"2014-01-30 23:38:09";"2,40";"610";"57"
"55775";"2014-01-30 23:43:03";"2,40";"808";"57"
"55787";"2014-01-31 00:01:16";"1,40";"655";"21"
"55792";"2014-01-31 00:11:57";"2,40";"610";"57"
"55797";"2014-01-31 00:20:28";"2,40";"643";"57"
"55801";"2014-01-31 00:34:55";"2,40";"748";"57"
"55809";"2014-01-31 00:55:20";"2,40";"610";"57"
"55820";"2014-01-31 01:22:13";"2,40";"643";"57"
"55821";"2014-01-31 01:22:19";"2,40";"643";"57"
"55823";"2014-01-31 01:36:54";"1,90";"642";"82"
"55824";"2014-01-31 01:37:09";"1,90";"456";"82"
"55826";"2014-01-31 01:52:00";"2,40";"643";"57"
"55854";"2014-02-04 20:19:22";"2,40";"478";"57"
"55863";"2014-02-04 21:03:53";"2,40";"643";"57"
"55889";"2014-02-04 22:00:09";"2,40";"643";"57"
"55890";"2014-02-04 22:00:13";"2,40";"643";"57"
"55891";"2014-02-04 22:00:14";"2,40";"643";"57"
"55893";"2014-02-04 22:03:28";"2,40";"843";"57"
"55899";"2014-02-04 22:11:52";"1,90";"832";"82"
"55904";"2014-02-04 22:21:40";"1,40";"201";"21"
"55914";"2014-02-04 22:54:32";"2,40";"610";"57"
"55920";"2014-02-04 23:09:12";"1,90";"457";"82"
"55938";"2014-02-05 00:33:33";"1,90";"478";"82"
"55946";"2014-02-05 21:07:32";"1,40";"803";"21"
"55955";"2014-02-05 21:34:01";"1,40";"707";"21"
"55986";"2014-02-05 22:52:24";"2,40";"643";"57"
